,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3110,0,0,0,0,1,2,1,0,2,2,0,0,0,0,1,2,0.6506861706892729,-0.7961435771031307,1
3111,0,1,0,0,1,0,1,0,2,2,0,0,2,1,0,1,0.8070264812286715,0.46819791239745634,0
3112,0,1,1,1,1,2,1,0,2,2,2,2,2,1,1,2,1.4307245285932926,1.5286133552044003,0
3113,1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,1,-1.509803865381775,0.46819791239745634,0
3114,0,1,1,0,1,2,1,0,0,0,0,2,0,0,1,1,0.7005820144784427,-0.021224599667287014,1
3115,0,0,1,0,1,2,2,1,1,1,1,1,1,2,1,1,-1.3285156329477916,1.487828145865672,0
3116,0,1,0,0,1,0,0,0,0,0,2,2,0,0,0,2,-0.18257442058986106,-0.6737879490869448,1
3117,1,1,1,1,1,0,2,1,1,1,1,1,1,1,0,0,-1.509803865381775,1.4470429365269433,0
3118,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0.16835968072729926,-0.6737879490869448,0
3119,1,0,1,1,1,0,0,2,2,0,2,2,2,2,0,0,0.5974639373141584,1.4470429365269433,0
3120,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,-1.5264358133114981,-1.1632104611516882,0
3121,0,0,1,1,0,1,0,2,2,0,2,0,0,0,0,1,-0.8661474805014858,-0.2659358556996587,0
3122,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,2,-1.1405746213419192,-0.14358022768347287,1
3123,1,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,-1.4815295539012454,-1.1224252518129596,0
3124,1,0,1,0,1,2,1,0,2,2,0,2,0,1,1,0,1.001620272006433,1.5286133552044003,0
3125,1,0,1,0,1,0,0,2,0,0,2,2,2,1,0,0,0.31638401730183613,-0.34750627437711595,0
3126,0,1,1,0,1,2,0,2,2,2,2,0,2,2,0,0,0.4511027955325942,1.6101837738818576,0
3127,1,0,0,0,1,0,1,0,0,0,2,0,0,0,1,3,0.3130576277158912,-1.285566089167874,0
3128,1,0,1,0,0,1,0,0,2,2,2,0,2,1,1,0,-0.4603279510162391,1.5286133552044003,0
3129,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,0,-1.5197830341396088,0.14191623768762746,0
3130,0,1,0,0,1,2,1,0,0,0,2,2,2,0,1,2,1.1529709981669143,0.22348665636508466,1
3131,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0.17002287552027148,-0.6330027397482163,1
3132,0,0,1,1,1,2,1,0,2,2,2,2,2,1,1,0,1.470641203624628,0.3458422843812705,0
3133,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,-0.6515953522080562,-1.285566089167874,1
3134,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,-1.165522543236504,-1.2447808798291453,1
3135,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,0.3845750038137013,-0.7553583677644021,0
3136,1,1,0,0,1,0,1,0,2,2,2,0,2,0,1,1,1.0049466615923774,-1.2447808798291453,1
3137,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,-1.499824696623941,-1.285566089167874,1
3138,1,0,1,1,1,2,0,0,2,2,2,2,0,0,1,2,0.2631617839267215,-0.7961435771031307,0
3139,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,-1.5280990081044703,-1.081640042474231,0
3140,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0.39122778298559063,-1.1632104611516882,1
3141,0,0,1,1,1,0,1,0,2,0,2,2,2,0,1,3,1.139665439823136,-1.1224252518129596,1
3142,0,0,1,0,1,0,1,2,0,2,0,2,2,0,0,2,1.2261515690576967,-0.7145731584256735,0
3143,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0.3513111079542548,0.5905535404136423,0
3144,0,0,0,0,1,0,0,0,0,2,2,0,2,0,0,3,-0.026234110050462833,-1.0000696237967737,0
3145,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,-1.3052309058461793,-0.6330027397482163,0
3146,1,0,1,1,1,0,1,2,0,0,0,0,0,0,0,3,0.33966874440344824,-0.7145731584256735,0
3147,0,0,0,0,1,0,1,2,0,2,2,0,2,1,1,0,1.0298945834869624,-0.2659358556996587,0
3148,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,2,-0.3488938998870934,-0.38829148371584454,0
3149,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,2,0.26149858913374924,-1.1632104611516882,0
3150,1,0,0,1,1,0,2,1,1,1,1,1,1,1,0,3,-1.4981615018309686,-0.14358022768347287,0
3151,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,-1.524772618518526,-0.3067210650383873,0
3152,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,-0.6632377157588624,-0.9592844144580451,1
3153,1,0,1,0,1,0,0,0,0,2,0,0,0,0,1,3,-0.5102237948054088,-0.5922175304094877,1
3154,1,1,0,0,1,2,1,0,0,0,0,2,2,0,1,2,0.9966306876275159,-1.2039956704904167,0
3155,0,0,1,1,0,1,0,2,2,2,2,0,0,2,0,0,-0.619994651141582,1.487828145865672,0
3156,1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,-1.5147934497606919,-0.7553583677644021,0
3157,1,0,0,0,1,2,0,0,0,0,0,2,2,0,0,3,0.1567173171764927,-0.551432321070759,0
3158,1,1,0,0,1,2,1,0,2,0,0,0,2,0,0,2,0.8585855198108133,0.2642718657038133,0
3159,1,0,0,0,1,0,1,0,2,2,0,2,2,0,1,2,1.2145092055068907,-0.062009809006015625,0
3160,1,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,-1.48485594348719,-0.34750627437711595,0
3161,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,-0.5351717166999936,-0.7553583677644021,0
3162,0,0,1,0,1,0,0,2,2,2,2,0,2,2,1,3,0.3147208225088634,1.2839020991720287,0
3163,0,0,0,0,1,0,2,1,1,1,1,1,1,1,1,3,-1.5147934497606919,0.7129091684298281,0
3164,1,0,1,1,1,0,0,0,2,2,2,2,0,1,1,2,0.1284430056959634,0.7944795871072853,0
3165,1,0,0,0,1,2,1,0,2,0,0,2,2,1,0,2,1.1745925304755547,-0.18436543702220148,0
3166,0,0,0,0,1,0,2,1,1,1,1,1,1,2,1,1,-1.4648976059715222,-0.4698619023933018,0
3167,1,0,0,1,1,0,1,0,2,0,0,2,2,0,1,2,1.031557778279935,-0.3067210650383873,1
3168,0,0,1,0,1,0,2,1,1,1,1,1,1,1,0,3,-1.5147934497606919,-0.6330027397482163,0
3169,1,0,1,0,0,1,0,0,0,0,0,2,2,1,1,1,-0.6615745209658901,1.039190843139657,0
3170,1,1,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0.5525576779039059,-0.6330027397482163,1
3171,0,0,1,0,1,2,2,1,1,1,1,1,1,2,0,3,-1.3102204902250962,0.7536943777685566,0
3172,1,0,1,1,0,1,0,2,0,2,2,2,0,2,0,3,-0.531845327114049,1.6101837738818576,0
3173,1,0,1,0,1,0,1,2,0,0,0,2,0,0,0,2,0.6390438071384664,0.7944795871072853,1
3174,0,0,0,0,1,0,2,1,1,1,1,1,1,2,1,3,-1.5064774757958301,-0.22515064636093007,0
3175,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,-1.4931719174520517,-1.2039956704904167,0
3176,0,0,1,0,1,2,0,2,2,2,2,0,2,2,1,3,0.5459048987320164,1.2839020991720287,0
3177,0,0,1,0,1,0,1,0,0,0,2,2,2,2,1,1,1.0082730511783224,0.508983121736185,0
3178,1,1,1,0,0,1,0,0,0,0,0,2,0,0,1,3,-0.9459808305641573,-1.2039956704904167,1
3179,0,0,1,0,1,2,0,0,2,2,2,2,2,2,1,1,0.6124326904509093,1.569398564543129,0
3180,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,-1.325189243361847,-1.285566089167874,1
3181,0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,-1.4831927486942178,1.039190843139657,0
3182,1,0,1,1,1,0,1,0,2,2,0,2,0,0,1,2,0.8303112083302836,0.060345819010170214,0
3183,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,-0.5002446260475747,-1.0000696237967737,1
3184,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,-1.499824696623941,-0.7145731584256735,0
3185,1,0,1,1,0,1,0,0,0,2,2,2,2,2,0,0,-0.3405779259222318,1.365472517849486,0
3186,1,1,0,0,0,1,0,0,2,0,0,0,0,0,1,1,-1.1821544911662272,-0.8369287864418593,0
3187,1,0,0,0,1,0,2,1,1,1,1,1,1,2,1,0,-1.5214462289325812,1.039190843139657,0
3188,0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,-1.5231094237255534,-1.2039956704904167,0
3189,0,1,1,0,0,1,0,0,2,2,0,2,2,0,0,1,-0.31064041964873,0.42741270305872775,1
3190,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,2,0.5209569768374316,-0.9592844144580451,0
3191,0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,-1.48485594348719,-1.2039956704904167,0
3192,0,0,1,1,1,0,0,0,2,0,0,2,2,1,1,0,0.15339092759054826,-0.42907669305457313,1
3193,1,0,1,0,1,2,1,0,2,2,0,2,2,1,1,0,1.3675231264603442,0.3050570750425419,0
3194,0,0,0,0,1,2,2,1,1,1,1,1,1,2,0,0,-1.3102204902250962,1.4470429365269433,0
3195,1,0,1,0,1,2,1,0,2,2,0,2,2,0,1,2,1.310974503499285,0.8760500057847425,1
3196,0,0,0,0,1,2,0,0,2,0,2,2,2,2,1,3,0.48935627577095736,0.7129091684298281,0
3197,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,-0.32061958840656385,-1.285566089167874,0
3198,0,0,1,0,1,2,0,2,2,2,2,2,2,2,0,0,0.77043619578328,1.6101837738818576,0
3199,1,0,0,1,1,0,2,1,1,1,1,1,1,1,1,0,-1.4798663591082732,0.3050570750425419,0
3200,0,0,1,1,1,2,1,2,2,2,2,2,2,2,1,0,1.753384318429923,1.6101837738818576,0
3201,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,-1.4931719174520517,-1.081640042474231,0
3202,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,1,-1.504814281002858,-1.1224252518129596,0
3203,1,0,1,0,1,2,0,0,2,2,0,0,2,1,1,1,0.18831801824296696,0.6313387497523708,0
3204,0,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,0.9633667917680695,-1.285566089167874,1
3205,0,0,1,1,1,0,0,2,0,0,2,2,0,1,0,3,0.03031451291059625,1.2839020991720287,0
3206,0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,1,-1.4915087226590795,-0.6330027397482163,0
3207,1,0,1,0,1,0,1,0,2,2,0,0,0,0,1,2,0.5026618341147361,0.3050570750425419,0
3208,0,0,1,1,0,1,0,2,0,2,0,0,0,1,0,1,-0.9809079212165762,0.3458422843812705,0
3209,1,1,0,0,1,2,1,0,2,0,0,0,0,1,1,0,0.48935627577095736,0.7536943777685566,0
3210,1,0,1,0,1,2,1,0,2,0,0,0,0,0,1,2,0.5109778080795977,0.3458422843812705,0
3211,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,3,-0.48028628853190675,-1.285566089167874,1
3212,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,-1.4782031643153006,-1.2447808798291453,0
3213,1,0,0,0,1,0,1,0,2,2,0,0,0,1,0,1,0.48935627577095736,1.4470429365269433,0
3214,0,0,1,1,1,2,2,1,1,1,1,1,1,2,0,3,-1.3368316069126531,-0.34750627437711595,0
3215,1,0,1,0,1,2,0,2,0,2,2,0,2,2,0,1,0.4128493152942306,1.5286133552044003,0
3216,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,-1.1688489328224487,-1.2039956704904167,0
3217,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.6649009105518348,-1.2447808798291453,0
3218,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,-1.1671857380294763,-1.2039956704904167,0
3219,0,0,0,0,1,2,0,0,0,0,2,2,2,0,1,2,0.32469999126669774,-1.0408548331355023,1
3220,0,0,0,0,1,0,0,2,0,0,0,2,2,0,1,2,0.23488747244619218,-0.7961435771031307,0
3221,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,-1.4682239955574667,-1.0408548331355023,0
3222,1,0,1,1,1,0,0,0,0,0,0,2,0,0,1,3,-0.2856924977541451,-0.8369287864418593,0
3223,1,0,1,1,1,2,1,0,2,2,0,2,2,1,1,2,1.3425752045657593,0.8352647964460139,0
3224,0,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,0.975009155318876,-0.8369287864418593,1
3225,1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,-1.5081406705888027,1.2431168898333003,0
3226,0,0,0,0,1,0,0,2,2,2,2,2,2,0,0,3,0.6506861706892729,-0.7145731584256735,0
3227,1,0,1,1,1,0,0,2,2,0,0,0,0,1,0,3,-0.37384182178167824,0.14191623768762746,0
3228,1,1,1,0,0,1,0,0,0,2,0,0,0,0,1,2,-1.1638593484435318,-1.1632104611516882,0
3229,0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,-1.5031510862098856,-0.34750627437711595,0
3230,0,0,0,0,0,1,0,2,2,2,2,0,0,1,0,1,-0.7048175855831704,1.161546471155843,0
3231,1,0,0,0,1,2,0,0,2,0,0,0,0,0,0,2,-0.3189563936135916,-0.6737879490869448,0
3232,1,0,1,1,1,0,2,1,1,1,1,1,1,2,1,1,-1.4981615018309686,1.3246873085107573,0
3233,0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,-1.504814281002858,-0.2659358556996587,0
3234,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,3,-0.5135501843913532,-0.6737879490869448,0
3235,0,0,1,0,1,2,1,2,2,0,0,2,2,1,0,0,1.3858182691830396,0.8760500057847425,1
3236,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,-1.489845527866107,-1.285566089167874,1
3237,1,0,0,1,1,0,2,1,1,1,1,1,1,2,0,3,-1.4782031643153006,-1.1224252518129596,0
3238,0,0,0,0,0,1,0,0,2,0,0,0,2,0,1,2,-0.8378731690209562,-0.551432321070759,0
3239,1,0,0,0,1,2,0,2,0,0,0,0,0,0,1,1,-0.3455675103011487,-0.9184992051193165,0
3240,0,0,1,1,1,0,1,0,2,2,2,0,0,0,0,2,0.6290646383806325,-0.38829148371584454,1
3241,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,-0.3239459779925085,-1.2039956704904167,1
3242,0,0,0,0,1,2,1,0,2,2,2,2,2,2,1,0,1.5538009432732443,1.6101837738818576,0
3243,1,1,1,0,1,2,1,0,0,0,0,0,2,0,1,2,0.7238667415800553,-0.9184992051193165,1
3244,0,0,1,1,1,0,0,0,2,2,0,0,0,0,1,3,-0.31064041964873,-0.9184992051193165,0
3245,1,0,1,0,1,0,2,1,1,1,1,1,1,1,1,3,-1.4748767747293563,-0.877713995780588,0
3246,0,1,0,0,1,2,1,2,2,0,0,2,2,0,1,0,1.392471048354929,0.18270144702635607,1
3247,1,0,1,1,1,2,0,2,0,0,2,0,0,1,1,3,-0.09276190176935552,-0.6330027397482163,0
3248,0,0,1,1,1,2,1,2,0,2,0,2,2,0,1,1,1.3176272826711746,0.14191623768762746,0
3249,1,1,0,0,1,0,1,0,2,2,0,2,2,0,1,2,1.227814763850669,-0.6330027397482163,0
3250,0,1,1,1,1,2,1,2,2,0,2,2,2,1,1,1,1.5205370474137978,1.365472517849486,0
3251,1,0,1,1,1,0,0,2,2,2,2,2,2,1,0,0,0.665654923826024,1.161546471155843,0
3252,1,0,0,0,1,0,1,0,2,0,0,2,2,0,1,3,0.9417452594594296,-0.42907669305457313,0
3253,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,-1.3468107756704872,-1.285566089167874,0
3254,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.18831801824296696,-1.081640042474231,0
3255,1,0,0,0,1,0,1,0,2,0,2,0,0,0,1,2,0.4511027955325942,-0.062009809006015625,1
3256,0,0,1,1,1,0,0,2,2,2,2,2,2,2,1,1,0.6689813134119684,1.4470429365269433,0
3257,0,0,1,1,1,2,1,0,0,2,0,2,0,0,0,2,0.7504778582676124,0.060345819010170214,1
3258,0,0,1,1,1,0,1,0,2,2,2,0,0,0,0,0,0.6955924300995255,0.7944795871072853,0
3259,0,0,0,1,1,0,1,0,0,2,2,2,0,0,1,2,0.8718910781545917,-0.9184992051193165,0
3260,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,0.19497079741485634,-0.14358022768347287,1
3261,0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,-1.489845527866107,1.6101837738818576,0
3262,1,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,-1.4915087226590795,0.5905535404136423,0
3263,1,0,1,1,1,2,0,2,0,0,0,2,2,1,0,3,0.3296895756456144,-0.34750627437711595,0
3264,1,0,0,0,1,2,2,1,1,1,1,1,1,1,0,1,-1.3335052173267088,1.3246873085107573,0
3265,0,0,0,0,1,2,1,0,0,0,2,2,2,0,1,3,1.1962140627841946,-1.1632104611516882,0
3266,1,1,1,0,1,2,1,0,2,0,0,2,2,0,1,2,1.2128460107139178,-0.8369287864418593,1
3267,1,0,0,0,1,2,1,2,0,0,0,0,0,0,1,2,0.5592104570757952,-1.285566089167874,1
3268,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0.11181105776624017,0.019560609671441603,1
3269,0,0,0,0,1,0,1,0,2,2,2,2,2,0,1,2,1.3375856201868421,0.060345819010170214,0
3270,0,0,1,0,1,0,2,1,1,1,1,1,1,2,0,3,-1.4798663591082732,-0.7553583677644021,0
3271,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,0.4743875226342068,-1.1632104611516882,1
3272,1,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,-1.4931719174520517,-0.7961435771031307,0
3273,0,0,1,1,1,2,0,0,2,0,2,2,2,2,1,0,0.4827034965990684,1.3246873085107573,0
3274,1,0,1,1,1,0,0,2,0,0,2,0,0,1,0,1,-0.2557549914806431,-0.38829148371584454,0
3275,1,0,1,0,1,0,0,2,2,2,0,0,0,2,0,2,-0.20918553727741815,0.9168352151234711,0
3276,1,0,1,0,1,0,1,0,2,0,0,2,2,2,1,2,0.9949674928345437,0.6721239590910995,0
3277,1,0,1,0,1,2,1,0,2,2,0,2,2,1,0,0,1.2510994909522815,1.1207612618171143,0
3278,0,0,1,1,1,0,2,1,1,1,1,1,1,1,1,1,-1.4815295539012454,1.487828145865672,0
3279,1,0,0,0,1,2,1,0,0,0,0,2,0,0,1,2,0.665654923826024,0.3050570750425419,0
3280,1,0,1,0,1,0,0,2,2,0,2,0,2,2,1,1,0.14341175883271443,1.4062577271882146,0
3281,1,1,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1.0165890251431842,0.10113102834889882,1
3282,1,0,1,1,1,2,1,0,0,0,2,2,2,1,1,2,1.1995404523701396,-0.551432321070759,1
3283,0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,-1.4648976059715222,-0.7961435771031307,0
3284,0,0,0,1,1,2,1,0,2,0,0,2,0,0,1,0,0.7854049489200311,0.3458422843812705,0
3285,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,3,-0.9942134795603548,-1.1632104611516882,0
3286,0,0,1,1,1,0,0,2,0,0,2,0,0,0,0,2,-0.3239459779925085,-0.34750627437711595,0
3287,0,0,0,0,0,1,0,0,2,0,0,2,2,0,1,1,-0.4636543406021835,-1.1224252518129596,0
3288,0,0,0,0,1,2,0,0,2,0,0,0,2,0,1,2,-0.029560499636407292,-1.1224252518129596,0
3289,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,3,0.14008536924676948,-1.285566089167874,1
3290,0,0,1,1,1,2,0,2,2,2,2,2,0,2,0,0,0.5093146132866255,1.6101837738818576,0
3291,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,-0.5185397687702704,-0.34750627437711595,0
3292,0,0,1,0,1,2,0,2,0,2,2,2,2,2,0,1,0.647359781103328,0.3866274937199991,0
3293,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,-1.4915087226590795,-1.1632104611516882,0
3294,1,0,0,0,1,2,1,2,2,2,2,2,2,1,1,1,1.7400787600861447,1.4470429365269433,0
3295,0,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,-1.489845527866107,0.019560609671441603,0
3297,1,0,0,0,1,2,1,0,2,2,0,2,2,1,1,2,1.2827001920187557,-0.062009809006015625,1
3298,0,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0.43447084760287097,-1.1632104611516882,1
3299,1,1,1,0,1,2,1,0,2,2,2,2,2,2,1,2,1.4989155151051579,1.487828145865672,0
3300,1,1,0,0,1,2,1,0,0,0,0,2,2,0,0,2,0.9933042980415715,0.22348665636508466,0
3301,0,0,1,1,1,0,1,0,2,0,2,0,0,0,1,2,0.5026618341147361,-1.2039956704904167,0
3302,0,0,1,1,1,2,0,0,2,0,2,2,2,2,0,2,0.49101947056393,0.6313387497523708,0
3303,0,0,1,0,1,2,2,1,1,1,1,1,1,2,0,3,-1.32019965898293,-0.7145731584256735,0
3304,0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,1,-1.4964983070379965,-0.3067210650383873,0
3305,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,2,0.4511027955325942,-1.285566089167874,1
3306,0,0,0,0,0,1,0,2,2,0,0,2,0,0,1,2,-0.6682273001377795,0.6313387497523708,0
3307,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,-1.4831927486942178,-1.285566089167874,0
3308,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,-1.5197830341396088,-1.285566089167874,0
3309,0,0,0,0,1,0,1,0,2,2,0,0,0,1,0,2,0.5043250289077084,0.18270144702635607,0
3310,1,1,1,0,1,2,1,0,2,2,2,2,2,1,1,0,1.4124293858705967,1.365472517849486,0
3311,0,0,1,0,0,1,0,2,2,2,0,2,0,1,0,0,-0.5667724177664676,-0.2659358556996587,0
3312,1,0,1,0,1,0,0,2,2,0,2,2,0,1,0,1,0.19663399220782857,1.2431168898333003,0
3313,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,-1.1771649067873102,-0.9184992051193165,1
3314,0,0,0,0,1,0,0,2,0,0,0,2,2,0,1,2,0.19497079741485634,-1.2447808798291453,1
3315,1,1,1,0,1,0,0,2,0,0,0,0,2,0,1,1,-0.19255358934769493,-0.5922175304094877,0
3316,0,0,1,0,1,2,2,1,1,1,1,1,1,2,0,3,-1.3085572954321238,1.2839020991720287,0
3317,0,1,0,0,1,2,1,0,0,0,0,0,2,0,1,2,0.6506861706892729,-0.9592844144580451,1
3318,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,-1.48485594348719,-0.18436543702220148,0
3319,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,0.35463749754019924,-1.285566089167874,0
3320,1,0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,0.6906028457206088,-1.1632104611516882,1
3321,1,1,0,0,1,0,0,0,2,2,2,2,0,1,1,1,0.17501245989918865,0.22348665636508466,1
3322,1,0,1,0,1,2,1,0,2,2,0,0,2,1,0,2,1.011599440764267,1.365472517849486,0
3323,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0.1783388494851331,-1.285566089167874,0
3324,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,3,-0.4852758729108239,-0.5922175304094877,0
3325,1,1,0,0,1,2,1,0,0,2,0,2,2,0,1,2,1.0947591804128831,0.7536943777685566,1
3326,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,-0.6183314563486098,-1.285566089167874,1
3327,1,0,0,1,1,0,2,1,1,1,1,1,1,2,0,0,-1.5147934497606919,-0.8369287864418593,0
3328,0,0,0,0,1,2,1,0,2,2,0,2,2,0,1,2,1.377502295218178,0.3458422843812705,1
3329,1,0,0,0,1,2,2,1,1,1,1,1,1,0,0,2,-1.3268524381548195,-0.8369287864418593,0
3330,0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,-1.4831927486942178,0.9168352151234711,0
3331,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,0.34798471836830985,-1.0408548331355023,0
3332,0,0,0,0,1,0,1,0,0,2,2,0,2,0,1,2,0.8153424551935331,-0.8369287864418593,1
3333,0,0,1,1,1,2,0,2,2,2,2,2,2,2,0,1,0.7687730009903079,1.4470429365269433,0
3334,0,1,0,0,1,2,1,0,0,0,0,2,0,0,1,1,0.6074431060719927,-1.1224252518129596,1
3335,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,-0.701491195997226,0.6721239590910995,0
3336,1,0,0,0,0,1,0,2,2,2,0,2,2,1,0,1,-0.09442509656232799,0.3050570750425419,0
3337,0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,-1.489845527866107,-0.6737879490869448,0
3338,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,3,0.3080680433369745,-0.9184992051193165,1
3339,0,0,1,0,1,2,1,0,2,2,0,2,2,1,1,2,1.2128460107139178,1.6101837738818576,0
3340,0,1,0,0,1,2,1,0,0,0,0,0,2,0,1,2,0.6373806123454943,-1.2447808798291453,0
3341,1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,-1.4632344111785498,-0.38829148371584454,0
3342,0,1,0,0,1,2,1,0,2,2,0,2,2,1,1,2,1.3641967368743997,1.569398564543129,0
3343,0,0,1,0,1,2,1,0,0,2,0,2,2,0,1,2,1.1513078033739421,-0.877713995780588,1
3344,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,-0.6898488324464196,-1.285566089167874,1
3345,0,0,0,0,1,0,0,0,2,0,2,0,0,0,1,3,-0.36552584781681663,-0.6737879490869448,1
3346,0,0,0,0,1,2,1,0,0,0,0,0,2,0,1,3,0.6839500665487195,-1.285566089167874,1
3347,1,0,1,0,1,0,1,0,2,0,0,0,2,0,1,1,0.6706445082049407,-0.8369287864418593,0
3348,0,0,0,0,0,1,0,2,0,0,2,0,2,1,0,0,-0.6915120272393919,0.8760500057847425,0
3349,0,0,1,0,1,2,1,0,2,2,2,0,0,2,0,1,0.8419535718810901,1.4470429365269433,0
3350,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,3,-0.46698073018812825,-1.1632104611516882,1
3351,0,0,0,1,1,0,0,0,0,2,0,0,2,0,0,2,-0.18922719976175023,-1.285566089167874,1
3352,1,0,0,0,1,0,0,2,0,0,2,0,0,0,0,3,-0.3804946009535674,-0.22515064636093007,0
3353,1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,-1.4948351122450239,-0.4698619023933018,0
3354,1,0,0,0,1,0,1,0,0,2,0,2,0,0,1,2,0.6091063008649649,-0.7961435771031307,1
3355,0,1,0,0,1,2,0,0,2,2,2,0,2,0,0,1,0.32469999126669774,1.2839020991720287,0
3356,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,2,-0.3322619519573701,-1.285566089167874,1
3357,1,0,1,0,0,1,0,0,2,2,2,2,2,2,1,0,-0.2457758227228093,0.9984056338009283,0
3358,0,0,1,0,1,2,1,2,0,2,0,2,2,0,1,2,1.2976689451555068,-0.4698619023933018,1
